path,target,language,extension,loc_total,loc_nonempty,bytes,sha256,encoding,line_endings
backend/scripts/seed_roles.py,prod,Python,.py,106,84,3029,854cab54814ac7eb9a27e9a8f3dd8c3c1fbc3a28640586ecd90548a38b27242d,utf-8,LF
backend/start_celery_worker.bat,prod,Unknown,.bat,19,14,581,091367394dbe00cc72e1c9f654bce9694a4f7813fc0c43791bd89d0ead7f04aa,utf-8,LF
backend/start_server.bat,prod,Unknown,.bat,12,12,442,651d742687963ff3116f926538b71df29a1de175123776ab9da2cbffb71131b7,utf-8,LF
backend/start_server.ps1,prod,Unknown,.ps1,35,29,1322,94f670d2bb61f08ab57c89462f0526b07d593987a9a3ab11e261de0bb0b7d357,utf-8,LF
backend/temp.py,prod,Python,.py,5,4,145,81d5b20e4e33bc28156d7876a8487c771b6400fa99ca56764a95cd765aed98cd,utf-8,LF
backend/temp_meta_test.py,test,Python,.py,13,12,334,1f8716a450fb2011f856dccea6c9588321865b7cc75e42164b5318b9adc018bf,utf-8,LF
backend/test_api.py,prod,Python,.py,26,21,947,a13a351566cf03dfc3c6eef6e2838f3629cf92aff00b7c162290bff9559d24bb,utf-8,LF
backend/test_confluence_auth.py,prod,Python,.py,105,82,3545,9e4780947c1a05b1d0c6abb9b855ad580bae19c92522f246b4dc61a0c8090c57,utf-8,LF
backend/test_confluence_pat.py,prod,Python,.py,89,72,2863,171a95fa1784dbfd1d0764e01d72de09510f613eca367b730a2ffc8d6c780fda,utf-8,LF
backend/test_db_operations.py,prod,Python,.py,160,141,5917,732dff8b63d20acc21240112c6eccc7d3a5c484c6cbed187054864bf3edb0816,utf-8,LF
backend/test_frontend.py,prod,Python,.py,29,24,898,2f32bf78d0307ae1efeded3818920071d1b50604da7499cc19fc436d98600719,utf-8,LF
backend/test_gitlab_sync.py,prod,Python,.py,158,127,5398,c76c83e7d4b2b4086ed6493460884434798acc4f9afd673eb38c609e2903d10c,utf-8,LF
backend/test_jira_api.py,prod,Python,.py,66,55,2195,866c60e07c8309376f4a612f31cceb8656caad7b2fb25bfffa04601838f6dd16,utf-8,LF
backend/test_jira_sync.py,prod,Python,.py,118,101,4350,763a9b98ac9332f9fff4c726a133f6050f6dce021c252e8a0748b2512f3d37c0,utf-8,LF
backend/test_meta_update.py,prod,Python,.py,56,45,1674,9a48ceb7ba3e1cdc517068f6b9868a48d580a3cba3d12f72b9fe5694cb68c313,utf-8,LF
backend/test_project_repository.py,prod,Python,.py,83,74,3428,32deb165b89d46dc3c51de2af9b86627211cc66fda2f364e5eacc916247c7725,utf-8,LF
backend/test_tasks_performance.py,prod,Python,.py,73,59,2582,72f72c9b1e1e9912bef429af591a83199246661fb11286fca0571bab04951c22,utf-8,LF
backend/tests/conftest.py,test,Python,.py,7,5,274,5e1cf962c8e9c25abbdd8f3233deedfd3dccae22e835a79c870fce6422e9a5b6,utf-8,LF
backend/tests/test_analytics_api.py,test,Python,.py,483,423,16402,7ccf1ce10a7a1a29a7afeaec0c37b5d5e41c5e24bbd176aa28c3bd225431097b,utf-8,LF
backend/tests/test_analytics_dora.py,test,Python,.py,59,46,2146,a712f6694a3aa4848ef14077f131317094d2cdcb30143e8bfd3f2e13bbfa4029,utf-8,LF
backend/tests/test_analytics_more.py,test,Python,.py,162,144,5729,5db2abf06b71ad7d6791297b4eca94a4d2a0a769f524f99c02ce60dda095b43c,utf-8,LF
backend/tests/test_analytics_team_health.py,test,Python,.py,95,79,2992,47f23fced2c85d609554227197272812b01607dc544d2e7a42c5b756008a81b9,utf-8,LF
backend/tests/test_bitbucket_integration.py,test,Python,.py,411,352,13987,ba9f704fcb6fbbc7ee2d34d66a773defcd862ea555b0d52268a91b236a6c0779,utf-8,LF
backend/tests/test_crypto.py,test,Python,.py,30,20,883,1ce421ba0734631c813160781bb61c07c3f061bd11fed09a1979cf1e27998b0e,utf-8,LF
backend/tests/test_git_endpoints.py,test,Python,.py,515,445,15885,3ab4db0062bed71fed0279e697151e293ed0a4c42a3666814167cff5ed8f65f6,utf-8,LF
backend/tests/test_git_import_service.py,test,Python,.py,119,98,3956,59396c49e2c9d0148ff6199d1a3d6580574c124102ba6e1a427ed044cf263b3e,utf-8,LF
backend/tests/test_git_metrics.py,test,Python,.py,102,80,3202,b6ce1c86d0230d077a9ff9c23d1c5318ff5752cacd332a90494175eeac9ea361,utf-8,LF
backend/tests/test_git_traceability.py,test,Python,.py,129,106,4242,2d0cb3be142778104822bfe1e03006d8b6b0fbbc69e8753aed30cfe70caa1b84,utf-8,LF
backend/tests/test_github_client.py,test,Python,.py,32,25,1084,c3cc463d74847fd64539365cada1da6da9f5d58c4affff680f60d3ffabb2aa87,utf-8,LF
backend/tests/test_jira_api_endpoints.py,test,Python,.py,26,19,761,fb467d6ae4e7e553ae077d92acd174986ca16593d93b390d1bcd74ac7735512a,utf-8,LF
backend/tests/test_jira_service.py,test,Python,.py,55,38,1712,50c4a1ee4f9b16ffb0d011842db3f52abc77218886514f39c38bea1cf3e2b5c0,utf-8,LF
backend/tests/test_oauth_mfa.py,test,Python,.py,446,355,15494,ebd6d1cff63580f7c5d23a5420c079d2eace1d816233eccf410bdc76d5f5e2f0,utf-8,LF
backend/tests/test_security_input_validation.py,test,Python,.py,303,238,12899,a91251d643bbc998d49849c1e3ca7287badfe6bf0532b79442dcdb292b1eadc5,utf-8,LF
backend/tests/test_traceability.py,test,Python,.py,165,123,4966,2d33bb927e26879465b195d993d0db0e1503932f24a3717ab3a30c14b4033951,utf-8,LF
celery_research_analysis.md,prod,Markdown,.md,381,311,14282,982ab6e5e136df8f27adfab9383b15172973f880816d0f0345a16baca8d343b9,utf-8,LF
check_users.py,prod,Python,.py,19,17,504,a0a501da1b688b67201c36d093ecbd82b1949690cf65780d17ed6536830665af,utf-8,LF
docker-compose.dev.yml,prod,YAML,.yml,144,134,3608,e505a861ae66f0db46226174894e620003c9e993fb094753b2eb0a4139468ace,utf-8,LF
docker-compose.local.yml,prod,YAML,.yml,38,34,788,95382802efa64a4d90d797751a9daf9b219e6ffcb8c540bb68591eaa2fcf9d26,utf-8,LF
docker-compose.yml,prod,YAML,.yml,104,96,2210,263f04212a686a7b754f959053f631fcc33d2851111d7884b98cd208a644d430,utf-8,LF
docker/Dockerfile.backend,prod,Unknown,.backend,31,23,736,9894fca8cec68c79e34f62d12b8528693f2e5180d9ea81a1c71aafb51a7e0b9f,utf-8,LF
docker/Dockerfile.frontend,prod,Unknown,.frontend,32,23,626,3759fbcd83d7e8acf2a9d4eb0811877a9c7e2b902ff2763738a6f1860a6899aa,utf-8,LF
docker/nginx.conf,prod,Unknown,.conf,38,33,1062,053a58488c52505d233eb823e3e9c2130a0b0f2e8584219b01cbe38f1bd766cb,utf-8,LF
docs/DEPLOYMENT.md,prod,Markdown,.md,129,108,4037,7c40231b34c4cb8efbec733a99f505ad0cc6848d5b0a1516ab2621982d2a2519,utf-8,LF
docs/PERFORMANCE_OPTIMIZATION_ARCHITECTURE.md,prod,Markdown,.md,534,392,14459,28cb696f4bdd93ca586a9bb0a957460225e388d15df8391db7f755abf167ded6,utf-8,LF
docs/RELEASE_NOTES.md,prod,Markdown,.md,28,22,1839,07d0b654eabf6fb9e13d44fbfb9a9758fcf458a75893a29626c545472ebeecfe,utf-8,LF
docs/TESTING.md,prod,Markdown,.md,27,22,824,45846ba2970cd3302e973d108bdb9bebebf161e628c71616776e049149030f02,utf-8,LF
docs/architecture-report.md,prod,Markdown,.md,1079,873,44053,aaca35f5ea150254084e741549e4ad5617528ca2b62202a1ed9fd1c6db36b1d6,utf-8,LF
docs/archive/BUG_REPORT.md,prod,Markdown,.md,166,123,9449,cae44dd6bc3f411aa79c0e9e60d01211b67838b60e4a3befa2d7235a5371d15f,utf-8,LF
docs/archive/BUG_VERIFICATION_REPORT.md,prod,Markdown,.md,334,282,12635,43c6d157cb5608977adb6c79adbd774809207e1fc9b4e9188e1fbe8a0f3eb79b,utf-8,LF
docs/archive/COMPREHENSIVE_BUG_REPORT.md,prod,Markdown,.md,358,295,12563,596a96e57b8225b199fdafadfead4d72ba1a678dc61010e58b357b304d782436,utf-8,LF
docs/archive/CONFLUENCE_AUTH_FIX.md,prod,Markdown,.md,130,101,4282,ef752825da7583c49a52b5238ac053ef851dbb8d1846068ee88409f91852983f,utf-8,LF
docs/archive/FEATURE_RECOMMENDATIONS.md,prod,Markdown,.md,209,173,10641,6d1bc2c6452bf8eec594e00e85b18c200093c52b6cf3d42897b9b2e7e41b91ee,utf-8,LF
docs/archive/FIX_PLAN.md,prod,Markdown,.md,343,280,9825,e9ec94cf7efada36ca7c6171c3a8caf8781680aaa1d83adfeae599fce52d0242,utf-8,LF
docs/archive/GIT_MODULE_RESTORATION.md,prod,Markdown,.md,165,125,5214,7ae9e181abfe0e37a2b97524f63e68078ff9cf5fd50e5ac53488921e941ed041,utf-8,LF
docs/archive/IMPLEMENTATION_ANALYSIS.md,prod,Markdown,.md,795,635,30941,a5956b930e6cf9493f53ce2ad76fd00cb1f325c319523f6116fe3d7d0c11b033,utf-8,LF
docs/archive/JIRA_AUTH_FIX.md,prod,Markdown,.md,177,140,5523,d77b52933fe590f85f52b31cc13e9913f82cd34c59c678c4187744463e3ce456,utf-8,LF
docs/archive/README.md,prod,Markdown,.md,42,33,1491,b6ac7fe2a0797c063b714453c503b5e586269157072b953d1786a15782089a04,utf-8,LF
docs/archive/development_plan.md,prod,Markdown,.md,386,279,23642,31ebeab8a5a8f8f76de09a5a654e6ff2a8e4af97da20e8238a631f379791833b,utf-8,LF
docs/archive/development_plan_release_2.md,prod,Markdown,.md,1039,858,38063,ed312ba74ca2d7052ac758d9adf5ac04b5cfab87201a4a8f6bf3a5693d4de620,utf-8,LF
docs/internal/CONSOLIDATED_PROJECT_STATUS.md,prod,Markdown,.md,352,280,12700,830f695e3cbb35be01ab30546fc997e1185629279669a7696ff3c39153963ef3,utf-8,LF
docs/internal/DEVELOPMENT_STATUS_REPORT.md,prod,Markdown,.md,352,280,17636,6d7f006c9da4c5e5ac35f5c272150c2e508cc71701598d932d820aa6744396f5,utf-8,LF
docs/internal/PROJECT_REPOSITORY_IMPLEMENTATION.md,prod,Markdown,.md,220,171,8415,d19c88db37c6985e53cc28e58f0d07fda22dd38e00c9ef476d8ec0ac64242d97,utf-8,LF
docs/internal/PROJECT_STATUS.md,prod,Markdown,.md,326,257,12250,12d810db54a49ecc371c35592a9f22652f8a0f7e1502fcd6b4cff8f4ec4f4dc4,utf-8,LF
docs/internal/RBAC_COMPLETION_SUMMARY.md,prod,Markdown,.md,128,102,4285,1ad4ccbc8f9ba3d9fd89bd726cf535d21c5cfc314a6fae190bb32ad84e652662,utf-8,LF
docs/internal/RBAC_IMPLEMENTATION.md,prod,Markdown,.md,363,292,11057,ce19bfe92176482d69146fb41bde1f778a866e77f60a4bf3745362b002bd0300,utf-8,LF
docs/internal/REDUX_LOGOUT_COMPLETION.md,prod,Markdown,.md,375,288,9775,4058c5a092e93de876cd173cd958b3de298995c7dafc940dcb0fb90015dc72ed,utf-8,LF
e2e/playwright/package-lock.json,prod,JSON,.json,79,78,2257,acb039b4e6091da655cbef7b05f7e2346ce33683c2dd9acf505b1a9a50aea0ac,utf-8,LF
e2e/playwright/package.json,prod,JSON,.json,14,13,278,6bd082f6196978e3533c2ab1b78536c95c04b7efab8fdbfe51daefb7985c33c3,utf-8,LF
e2e/playwright/playwright.config.ts,prod,TypeScript,.ts,31,28,700,205d9b069a6cce271c79e6bafac1c51ed477cfa387a4d7386cf4a61da1c86b4c,utf-8,LF
e2e/playwright/tests/analytics.spec.ts,test,TypeScript,.ts,284,226,9346,119f679def604863e1d36c7e18f79c0962b8c93974d55a64f3c5ec6156e23f59,utf-8,LF
e2e/playwright/tests/auth.spec.ts,test,TypeScript,.ts,673,533,22926,419d0b60bbe27d6003c7da8703f955b9d6db2ed771111e57aec0f8867f41239a,utf-8,LF
e2e/playwright/tests/flow-builder.spec.ts,test,TypeScript,.ts,518,432,17314,e219fbc1116a3df066d98b541402b57bd750c6100473540246fc5c53fc2c3faa,utf-8,LF
e2e/playwright/tests/projects.spec.ts,test,TypeScript,.ts,359,294,11523,ea74c6497f728a356f855a70f027c6411a5b93e1ef322c6504aa9f787638cb16,utf-8,LF
e2e/playwright/tests/smoke.spec.ts,test,TypeScript,.ts,19,14,757,4c0d511a5ad73fa98c275c097b92d2724cdfde88cca0992bcf3b8d4bcde8ef7b,utf-8,LF
e2e/puppeteer/artifacts/01-landing.png,prod,Unknown,.png,0,0,158408,e04c87b63de83c32bb037895f85f1ea85035bfe56441e236cc9853387e6f488f,binary,mixed
e2e/puppeteer/artifacts/02-_analytics.png,prod,Unknown,.png,0,0,220205,340914e16aec54e8f2f24a7cf7c72d24e698a14704595a122395a93480e32d6f,binary,mixed
e2e/puppeteer/artifacts/02-_dashboard.png,prod,Unknown,.png,0,0,158408,e04c87b63de83c32bb037895f85f1ea85035bfe56441e236cc9853387e6f488f,binary,mixed
e2e/puppeteer/artifacts/02-_projects.png,prod,Unknown,.png,0,0,43760,3a773978ba723bb3c45505f320e9798595a0c630e08916e5ce80e6d83b6a7e7e,binary,mixed
e2e/puppeteer/artifacts/02-projects.png,prod,Unknown,.png,0,0,43760,3a773978ba723bb3c45505f320e9798595a0c630e08916e5ce80e6d83b6a7e7e,binary,mixed
e2e/puppeteer/artifacts/03-projects-existing.png,prod,Unknown,.png,0,0,43761,425469f97c78a2b10afb3499509124f17b4fc9e937eb562c01621baee840bf1a,binary,mixed
e2e/puppeteer/artifacts/05-analytics-cards.png,prod,Unknown,.png,0,0,220250,47ddb1e6710d5e77f27333b7aa449d6b0dda2e82701083e9f214793b0d44f106,binary,mixed
e2e/puppeteer/artifacts/06-analytics-sections.png,prod,Unknown,.png,0,0,220272,86252f2c5194ae866ada97bd2ab138fc3d74d71ffa2f148f42932f9a24f6d141,binary,mixed
e2e/puppeteer/artifacts/error.png,prod,Unknown,.png,0,0,220272,86252f2c5194ae866ada97bd2ab138fc3d74d71ffa2f148f42932f9a24f6d141,binary,mixed
e2e/puppeteer/artifacts/links.json,prod,JSON,.json,1,1,2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,utf-8,none
e2e/puppeteer/artifacts/metrics.json,prod,JSON,.json,15,15,341,43c0e891ddde1e85c625d0248fd07c317ce4bd9d5bbcf5d42e4fa9840d52c4a2,utf-8,LF
e2e/puppeteer/artifacts/performance.json,prod,JSON,.json,6,6,89,32b28a25168fbead6922fd899f764004165e81aa9e7f52fdc27b07e34dc07740,utf-8,LF
e2e/puppeteer/package-lock.json,prod,JSON,.json,1187,1186,42451,ece4053caf440295b1d94e2fd6c4144743c360445e2652b66844ac994d711b1e,utf-8,LF
e2e/puppeteer/package.json,prod,JSON,.json,17,16,298,0dcddaa9f3bb4fb5188cfc689983e0b6cd0b80c30de93491d238e26a523c4491,utf-8,LF
e2e/puppeteer/sequential_puppeteer.test.backup.js,test,JavaScript,.js,85,71,3565,3975a8cb4e7df863aafb6dd9854c769abb88a4926e508b15474bd953862b8130,utf-8,LF
e2e/puppeteer/sequential_puppeteer.test.js,test,JavaScript,.js,111,99,5065,8c75318c59b5a09080a583a80a3a4a5d5acfe66ef570b58f5090f8d5b22df7c7,utf-8,LF
firebase-debug.log,prod,Unknown,.log,205,204,48552,b594fdd12ca81246ec8f75a9e502923835a2ee7569dd01763cf902ff29975b0e,utf-8,LF
frontend/analytics-preview.png,prod,Unknown,.png,0,0,231220,c6a4ee787b284c9734a92cfd4eb7176d8d97cadb1639b1a3eb5257a6c29dc13b,binary,mixed
frontend/dashboard-smoke-error.html,prod,HTML,.html,20,18,42893,ae9efd3b6024544ea749a29e7361f63ff3575e28d48694177d42769ce75a16d6,utf-8,LF
frontend/dashboard-smoke-error.png,prod,Unknown,.png,0,0,172125,9a7f41a9ab5b7ad50f9d00c1f302a8d3ec50e787b5450a42b09ac937da139d2c,binary,mixed
frontend/eslint.config.js,prod,JavaScript,.js,49,47,1411,a2ac93e874ecbfc9cf095a741c5a7f135c8ea95c322ca10fb0f1f0a354a3cb35,utf-8,LF
frontend/index.html,prod,HTML,.html,16,15,558,3e9510ad2922b9d8015965fae228c509432ac5dbadabe4975e80f36897f85f02,utf-8,LF
frontend/package-lock.json,prod,JSON,.json,9817,9816,350359,bba38cea4948d641cf72a91348d9766c671c1a4b069dc8efe96a361359058c8a,utf-8,LF
frontend/package-simple.json,prod,JSON,.json,46,46,1041,415d8345ee22cc5a926e3662c7fe9b811627d116bc43871d3347e33859fe3cb3,utf-8,LF
frontend/package.json,prod,JSON,.json,86,85,2204,254e3ea316284d51203973a7b3a903ba33647e538ac1bbb023ec9ddb3244b6fc,utf-8,LF
frontend/preview.err,prod,Unknown,.err,2,1,153,6a013b71d94eadb16a930c32d667b41cd78de87ee97381f3cb81ed13fbe986e3,utf-8,LF
frontend/preview.log,prod,Unknown,.log,6,3,158,7bdfcde5cb3e371a6ef6f7d6211889a2622167df465a6464d396bdecec2a3f5c,utf-8,LF
frontend/public/favicon.ico,prod,Unknown,.ico,1,1,511,23e65a49c8a7a9d27c18de01671687dbfdd9fc70811ce758c274a3d24395da1f,utf-8,none
frontend/public/index.html,prod,HTML,.html,20,20,645,0792ed9571ac356dea410f728463602cc7a502356efdca3635a46c37a8f04a13,utf-8,LF
frontend/public/manifest.json,prod,JSON,.json,15,15,302,76d82bc4488962efd802e477183e3862cd1d87e08fb92184ef4bbec364e5272f,utf-8,LF
frontend/scripts/check-analytics.js,prod,JavaScript,.js,45,37,1501,c4d6d2b11af65ba5b31a7ce7bd3cc423de8f5c737f69e038cb30ac3cc7326df0,utf-8,LF
frontend/scripts/dashboard-smoke.js,prod,JavaScript,.js,140,125,4469,4365fd6adc0c011a133153ce2baaf318f19a64bbbaa5df58a225189808f1f497,utf-8,LF
frontend/simple.html,prod,HTML,.html,550,477,17546,5f4c68c009e9bb9aa1637288228ec66f8c5ab5d0ff5038a296937358b1d1ae7b,utf-8,LF
frontend/src/App.css,prod,CSS,.css,403,340,6303,4eef8064bcdb5e3311ab67c7e8de32053b4f9198eff232ef33472a00c743f996,utf-8,LF
frontend/src/App.tsx,prod,TypeScript,.tsx,187,167,6795,b5967904abe41917f0b89e1d48494278150aad3dee6fdbb8b087a6e9beb5e71c,utf-8,LF
frontend/src/chart.ts,prod,TypeScript,.ts,27,24,364,3c78f34afbd8daea001766a2ef6f13daeb473c0cc0de48552211c717bd2ede1e,utf-8,LF
frontend/src/components/AdvancedFieldMapping.tsx,prod,TypeScript,.tsx,282,269,10672,ec10c56f56fb25a68176d93c88959bd9c0cb1b530807d14588fd0dc33c32def9,utf-8,LF
frontend/src/components/AnalyticsFilters.tsx,prod,TypeScript,.tsx,200,186,6377,faee488e480654da235ee907d241efae4497e668f8747a638dd628966270d9b1,utf-8,LF
frontend/src/components/BackendStatusAlert.tsx,prod,TypeScript,.tsx,125,112,3937,94929da815da377e1619d041f3aa65edc5588ee6a2cb0f3ee17c220767b13d3c,utf-8,LF
frontend/src/components/BackfillProgressDialog.test.tsx,test,TypeScript,.tsx,204,152,7035,eefb8424ec3d355f70d166e930347fa19874447d98be70cf1b4c085a09dd75f9,utf-8,LF
frontend/src/components/BackfillProgressDialog.tsx,prod,TypeScript,.tsx,211,192,6204,ec919fcf4fce7117c4ac1f8aa2e658311ca367b1815f6fafa81dc32831d7a8f1,utf-8,LF
frontend/src/components/CircularProgressWithLabel.tsx,prod,TypeScript,.tsx,45,40,1437,b6b28d8cef8d5e4192d6d5b2105638f9e9d8c1bed7acd5a8d232b14aad57588a,utf-8,LF
frontend/src/components/DashboardFilters.tsx,prod,TypeScript,.tsx,217,202,7260,16d276e515d5960e575efecf918fac9bfa7ddaccbc46967096fb1bd0c6487606,utf-8,LF
frontend/src/components/DashboardSkeleton.test.tsx,test,TypeScript,.tsx,137,99,4724,318d57d710e832c5731e7c7b27b38211b6e80dffb1318a0562518f186a0a03b9,utf-8,LF
frontend/src/components/DashboardSkeleton.tsx,prod,TypeScript,.tsx,117,108,3650,ce3f6167844d9b2f3a035ee3ba295d622ec824672390acceec4d8c6f75bd05df,utf-8,LF
frontend/src/components/EmptyState.test.tsx,test,TypeScript,.tsx,206,177,5905,0c10e72aab15fa42556d07a997cbedac4925814aef9b0aa3110bc29555ff2ac1,utf-8,LF
frontend/src/components/EmptyState.tsx,prod,TypeScript,.tsx,161,149,4038,55b532b51a135c2af300b5ef2770ec9a2857e5c8294405a3cbee150a89191db8,utf-8,LF
frontend/src/components/HelpPanel.tsx,prod,TypeScript,.tsx,175,163,4769,895a0339d487a4db076b8fe0415855be3f2110ac5b1d5d4ffa083714f9cf013d,utf-8,LF
frontend/src/components/HelpTooltip.test.tsx,test,TypeScript,.tsx,165,122,4620,1c827b5ab54011bd9e5845fcae63e9c22fadfe5bb97d07a69e0cee5dc4537ea8,utf-8,LF
frontend/src/components/HelpTooltip.tsx,prod,TypeScript,.tsx,66,60,1535,a7c0514cea62a7f0b8ce698b5c4b13b934b264002dacd5ded72b89963a3dcf74,utf-8,LF
frontend/src/components/IntegrationCard.tsx,prod,TypeScript,.tsx,88,85,2312,e40ace248823d32b1f5f9977ebe782682680ec185505df8207e3bb22842277ba,utf-8,LF
frontend/src/components/KPIBar.tsx,prod,TypeScript,.tsx,178,167,5367,34dfc7478aa31deddd29f6347276d0c3e15b628f7c3eaff530ebc1db7b3ed016,utf-8,LF
frontend/src/components/Layout.tsx,prod,TypeScript,.tsx,326,307,10193,dd0924e2e08f56c44485954d06a95e97d6e7bba4b5d08b12c33131b6bf8bc683,utf-8,LF
frontend/src/components/OnboardingWizard.tsx,prod,TypeScript,.tsx,721,660,25730,3bdb42ef2bba564b5115fc3e94a17aa673ffa3167e49a04ff0c34ceea02b0beb,utf-8,LF
frontend/src/components/OptionalIntegrations.tsx,prod,TypeScript,.tsx,95,90,2867,c9b477b8a5c4cd02696f949ffeaeae7f594ea37d44d43cd82c4fe5ed02a1a9d5,utf-8,LF
frontend/src/components/PageViewTracker.tsx,prod,TypeScript,.tsx,34,28,1079,792571e565172cc28830e7b70376fec5875f959807d28c037946be94fba16dcd,utf-8,LF
frontend/src/components/QuickSetupPanel.tsx,prod,TypeScript,.tsx,227,214,6829,83202708c73b743a6bbd636fddbc9b819f7b8b838f1ace70d6ed2060b8b89133,utf-8,LF
frontend/src/components/RepositoryStatus/RepositoryStatusChip.tsx,prod,TypeScript,.tsx,112,102,3165,978a8d970f975f4484589617be95b63964d43140af7df8e8d4996560162a9029,utf-8,LF
frontend/src/components/RepositoryStatus/RepositorySyncButton.tsx,prod,TypeScript,.tsx,153,141,3874,da7d92bcf9f995bec41100c279797c171df5bea97f516f9007c3e1d0a0c99e39,utf-8,LF
frontend/src/components/RepositoryStatus/index.ts,prod,TypeScript,.ts,4,4,270,38a2ed3ff160acb01bc1ea9eb1bb93c1d4b1e86a5b9e90d689b8aa8af61baf49,utf-8,LF
frontend/src/components/RequireAuth.tsx,prod,TypeScript,.tsx,23,17,675,6a8ffe88af8f2ccf28440ecde0b5bf16bdbab81238dcc0410edd52cf70d2bb0f,utf-8,LF
frontend/src/components/SuggestedLinksPanel.tsx,prod,TypeScript,.tsx,559,529,19266,cb1de6424bc81ae9228c51ce3cc05a1e67e0428426587b89a0a83fe1b561659f,utf-8,LF
frontend/src/components/SyncProgressDialog.tsx,prod,TypeScript,.tsx,190,171,5500,c0dca2db3a11c647f23748ac46061d1c5b1678e62aa90d3d0250173fbf75cfff,utf-8,LF
frontend/src/components/TableSkeleton.tsx,prod,TypeScript,.tsx,67,62,1620,f8d565dc7b45495418af2a03fbb5cf954cbe97907c21cc9e6046e88a4554a4b5,utf-8,LF
frontend/src/components/ToastProvider.tsx,prod,TypeScript,.tsx,88,74,2687,30c931cefffd437dfcae2a6b152a319a5984e38557557d535d7919ca97aab8a0,utf-8,LF
frontend/src/components/VelocityChart.tsx,prod,TypeScript,.tsx,235,214,5659,2ed8420b46cc2f0b0c05b3ab543536945d6afdfe4211bdac793565473dc81a9d,utf-8,LF
frontend/src/components/capacity/CFDVisualization.tsx,prod,TypeScript,.tsx,563,533,16333,8a75989966ac528ab9c36c68bc2f7d7d089e9070edbc9e72697bdacfc4260096,utf-8,LF
frontend/src/components/capacity/CapacitySettingsPanel.tsx,prod,TypeScript,.tsx,570,548,19614,9f0e4729825cf76e6fd81b1fc7221c64988c56f3169a706a5c188cdd1802f0d5,utf-8,LF
frontend/src/components/capacity/TeamHealthDashboard.tsx,prod,TypeScript,.tsx,449,417,14279,3704bf6f1d5d28611370f0c77f44c8696854b9e91a9dc317399a3424a14a51b9,utf-8,LF
frontend/src/components/capacity/index.ts,prod,TypeScript,.ts,4,3,214,95100aa6291025fbf073eb15b461e635b183d8042b947d256382429d1ef956b4,utf-8,LF
frontend/src/components/quality/QualityDashboard.tsx,prod,TypeScript,.tsx,705,667,21702,bcfb13e24612386b4ed87ad19b064d28771980806888a06049864c3aed563bc9,utf-8,LF
frontend/src/components/quality/QualityReportPanel.tsx,prod,TypeScript,.tsx,441,416,14793,3f40a69cf9e5b92af3f2c5c97655cb2d7fed7a15731fb0fcb409ee07cc00010b,utf-8,LF
frontend/src/components/quality/index.ts,prod,TypeScript,.ts,3,2,136,f57b2126e7c093127252317058b4efbefec2fe065957e462c14c73862147bee6,utf-8,LF
frontend/src/components/security/MFASettings.tsx,prod,TypeScript,.tsx,531,489,17013,25c90623002893e9f736830868174c341cbc8b10fe2eb6a23f48ceda1b8d2f4b,utf-8,LF
frontend/src/components/testing/TestAnalyticsDashboard.tsx,prod,TypeScript,.tsx,731,702,24371,25eeefd008fdfbf05bc94ce613c340eb6afac4f809e7aab165d460976e165a9f,utf-8,LF
frontend/src/components/testing/index.ts,prod,TypeScript,.ts,9,7,282,174e78ad6bd18cf945a648750857caec757e64c305e818a377b1c30236c97637,utf-8,LF
frontend/src/components/traceability/DataConsistencyPanel.tsx,prod,TypeScript,.tsx,725,682,23300,a85e63035f1c13bc63b237523266a7b7c489aeee1d9bbe46f2bb65d935f99a2e,utf-8,LF
frontend/src/components/traceability/ImpactAnalysisPanel.tsx,prod,TypeScript,.tsx,320,299,9990,0b29eadd3e8e89be7123319a0ccebdda2889b0acd95fd990c6acf0eb60d0ce54,utf-8,LF
frontend/src/components/traceability/ImportExportDialog.tsx,prod,TypeScript,.tsx,214,191,5496,bc712d7d98af647b33a588d0503969514ba1413f6d593eb678cc261d424eef2b,utf-8,LF
frontend/src/components/traceability/OrphanedArtifactsPanel.tsx,prod,TypeScript,.tsx,310,291,9378,ef3d2d74814b518609b46d83c4699c3530bd4a5b507a2384e686bdd164e2b8fc,utf-8,LF
frontend/src/components/traceability/PropertiesPanel.tsx,prod,TypeScript,.tsx,168,150,4835,308ca17867a642ca489c3e1435d092c447ed7e280df06d94d21d0f9318585d48,utf-8,LF
frontend/src/components/traceability/PropertiesPanelEditable.tsx,prod,TypeScript,.tsx,511,478,15142,5c47a3f1f00539f51cd62c719ce72d318b549ef015023d9f83687be9b81bc625,utf-8,LF
frontend/src/components/traceability/SyncHealthDashboard.tsx,prod,TypeScript,.tsx,543,516,18216,17ef8c6d26a3e979dfe32d160dbef4862aecc1797e689dad781991f9028742a1,utf-8,LF
frontend/src/components/traceability/TemplateDialog.tsx,prod,TypeScript,.tsx,103,94,3363,aa32ce241105eca2a2e756f761f0a64423aae6626eccc75347298e447eed0548,utf-8,LF
frontend/src/components/traceability/Toolbox.tsx,prod,TypeScript,.tsx,256,238,5809,165c7258083e7d18a44642f99391b8807d8d9f8cee545ef611b6e977608ec77c,utf-8,LF
